Element ID,Tag name,Name,No. clicks,Visible?,Snapshot information
69,a,FIND,397,true,Homepage Version 5 - Services   •   http://www.lib.montana.edu/index5.php
61,input,s.q,323,true,"created 5-29-2013   •   20 days 4 hours 59 mins   •   2064 visits, 1348 clicks"
67,a,lib.montana.edu/find/,106,true
62,button,Search,85,true
98,a,Hours,81,true
78,a,REQUEST,57,true
129,area,Montana State University - Home,49,false
87,a,SERVICES,45,true
96,a,News,24,true
76,a,lib.montana.edu/request/,22,true
64,a,Advanced Search,19,true
85,a,lib.montana.edu/interact/,18,true
30,a,slideshow-right,14,true
119,a,About MSU Library,9,true
50,span,nav-item-dot,8,true
115,a,YouTube,7,true
6,a,Ask A Librarian,6,true
122,a,Contact Us,6,true
40,a,nav-item,5,true
48,a,nav-item,5,true
107,a,6/17 Library Workshop: EndNote Web Basics,5,true
44,a,nav-item,4,true
59,div,Search,4,true
46,span,nav-item-dot,3,true
58,img,label for catsearch,3,true
60,form,Search,3,true
63,div,Advanced Search,3,true
128,div,"Explore the world, explore the pastScience & Natural History Filmmaking ArchiveMSU School of Film &",3,false
3,img,Montana State University in Bozeman,2,true
8,div,logo-ikd,2,true
15,p,Montana State University Historical Photographs,2,true
29,a,slideshow-left,2,true
38,span,nav-item-dot,2,true
73,p,"Find research materials, including articles, books, databases, journals, and course reserves",2,true
105,a,6/17 Library Workshop: Zotero Basics,2,true
114,a,Facebook,2,true
125,a,Mobile Site,2,true
14,div,Montana State University Historical Photographs,1,true
18,p,Indian Peoples of the Northern Great Plains,1,true
19,div,Meet with a librarian for help with your research topic Chat with a librarian Schedule a meeting Cal,1,true
25,a,Schedule a meeting,1,true
36,a,nav-item,1,true
42,span,nav-item-dot,1,true
55,div,Search Advanced Search,1,true
91,p,"Learn about the library and meet with us for research assistance, writing help, and tech support",1,true
100,a,Twitter,1,true
101,ul,News 6/17 Library Workshop: Zotero Basics 6/17 Library Workshop: EndNote Web Basics Tip of the Week:,1,true
113,a,Twitter,1,true
116,div,© MSU About MSU Library Accessibility Contact Us Privacy Policy Mobile Site Help Site Index & Site S,1,true
130,div,lib.montana.edu/interact/,1,false
131,center,lib.montana.edu/hours/,1,false
132,font,지저귀다,1,false
133,a,6/18 Excel 2010: Formulas and Functions [webinar],1,false
