Element ID,Tag name,Name,No. clicks,Visible?,Snapshot information
128,area,Montana State University - Home,1291,false,Homepage Version 1 - Interact   •   http://www.lib.montana.edu/index.php
69,a,FIND,842,true,"created 5-29-2013   •   20 days 4 hours 21 mins   •   10283 visits, 3714 clicks"
61,input,s.q,508,true
67,a,lib.montana.edu/find/,166,true
78,a,REQUEST,151,true
98,a,Hours,102,true
62,button,Search,101,true
118,a,MSU,55,true
50,span,nav-item-dot,46,true
87,a,INTERACT,42,true
76,a,lib.montana.edu/request/,38,true
96,a,News,36,true
85,a,lib.montana.edu/interact/,27,true
30,a,slideshow-right,19,true
73,p,"Find research materials, including articles, books, databases, journals, and course reserves",19,true
64,a,Advanced Search,17,true
6,a,Ask A Librarian,16,true
107,a,6/17 Library Workshop: EndNote Web Basics,15,true
29,a,slideshow-left,14,true
119,a,About MSU Library,13,true
8,div,logo-ikd,12,true
11,div,.,11,true
100,a,Twitter,10,true
127,a,Site Index & Site Search,10,true
122,a,Contact Us,9,true
130,div,montana.edu,9,false
137,p,Renne: 7:00 am - 9:00 pm,9,false
36,a,nav-item,8,true
40,a,nav-item,8,true
44,a,nav-item,7,true
60,form,Search,7,true
132,a,Tip of the Week: Submit a Request for the Library to Pu,7,false
1,div,Ask A Librarian,6,true
54,div,"Search Advanced Search FIND Find research materials, including articles, books, databases, journals,",6,true
48,a,nav-item,5,true
55,div,Search Advanced Search,5,true
115,a,YouTube,5,true
3,img,Montana State University in Bozeman,4,true
14,div,Montana State University Historical Photographs,4,true
105,a,6/17 Library Workshop: Zotero Basics,4,true
9,div,". Explore the world, explore the past Science & Natural History Filmmaking Archive MSU School of Fil",3,true
38,span,nav-item-dot,3,true
42,span,nav-item-dot,3,true
46,span,nav-item-dot,3,true
56,div,logo,3,true
82,p,"Request resources and services, including group study rooms, laptops, documents, and books",3,true
131,div,montana.summon.serialssolutions.com/advanced/,3,false
19,div,Meet with a librarian for help with your research topic Chat with a librarian Schedule a meeting Cal,2,true
32,a,nav-item,2,true
34,span,nav-item-dot,2,true
53,span,active-nav-item-inner,2,true
72,div,"Find research materials, including articles, books, databases, journals, and course reserves",2,true
113,a,Twitter,2,true
116,div,© MSU About MSU Library Accessibility Contact Us Privacy Policy Mobile Site Help Site Index & Site S,2,true
49,span,nav-item-line,1,true
52,span,active-nav-item,1,true
63,div,Advanced Search,1,true
65,div,"FIND Find research materials, including articles, books, databases, journals, and course reserves",1,true
101,ul,News 6/17 Library Workshop: Zotero Basics 6/17 Library Workshop: EndNote Web Basics Tip of the Week:,1,true
106,li,6/17 Library Workshop: EndNote Web Basics,1,true
108,li,Tip of the Week: Get MS Office Help,1,true
110,li,New Database: Access World News,1,true
121,a,Accessibility,1,true
129,div,News Hours Twitter News 6/12 Library Workshop: EndNote X6 Basics 6/17 Library Workshop: Zotero Basic,1,false
133,img,intext-a.akamaihd.net/items/it/img/assets/g9v.jpg,1,false
134,div,index.php,1,false
135,div,montana.summon.serialssolutions.com/advanced/,1,false
136,div,montana.edu,1,false
138,div,montana.summon.serialssolutions.com/advanced/,1,false
