nan,nan
47.4769723,7.5117799
47.0184461,8.3079399
47.5788217,8.5719688
46.2043907,6.1431577
47.4244818,9.3767173
46.4907973,9.8355079
47.1661672,8.5154946
47.0057100,9.5308130
47.3768866,8.5416940
47.5372246,7.5020252
47.0057100,9.5308130
47.4204213,7.5004874
47.4901324,7.5105407
47.1953729,8.5260870
47.4586328,7.5900291
47.2236500,8.4627800
47.2903281,8.2693321
47.5378697,7.5709878
46.4907973,9.8355079
47.4015698,8.1761165
47.3768866,8.5416940
47.3214014,7.7936947
47.5732503,8.5627138
47.3205914,7.9066923
47.4055145,9.6375563
47.4910721,8.8665461
47.6447397,9.1707858
47.1953729,8.5260870
47.1244436,8.4432688
46.2043907,6.1431577
nan,nan
46.3832683,6.2347852
46.9775940,8.3374207
47.3907420,9.3892463
46.5103309,6.8485685
47.4346801,8.5671098
46.6917509,6.8639494
47.5213595,8.8890608
47.1953729,8.5260870
47.3934257,8.3904570
46.9899874,6.9292732
46.3022438,6.2444015
47.1239800,9.3160300
